Date,Open,High,Low,Close,Volume
2016-09-30 09:15:00, 315.75, 315.95, 313.7, 314.1, 27776
2016-09-30 09:16:00, 314.5, 315.35, 314.4, 315.05, 7535
2016-09-30 09:17:00, 315.05, 315.15, 314.75, 314.75, 6620
2016-09-30 09:18:00, 314.75, 314.85, 314.2, 314.25, 14685
2016-09-30 09:19:00, 314.25, 314.25, 312.4, 312.4, 17066
2016-09-30 09:20:00, 312.6, 312.6, 312, 312.6, 29793
2016-09-30 09:21:00, 312.55, 312.55, 311.9, 312.45, 18596
2016-09-30 09:22:00, 312.35, 312.9, 312.15, 312.75, 11913
2016-09-30 09:23:00, 312.7, 313, 312.55, 313, 14280
2016-09-30 09:24:00, 313.05, 313.15, 312.75, 313.15, 11076
2016-09-30 09:25:00, 313.05, 313.15, 312.5, 312.5, 10703
2016-09-30 09:26:00, 312.25, 312.35, 311.95, 312.25, 14238
2016-09-30 09:28:00, 313.4, 313.95, 312.95, 313.1, 12453
2016-09-30 09:27:00, 312.4, 313.4, 312.4, 313.3, 12246
2016-09-30 09:29:00, 313, 313.15, 312.6, 312.85, 18536
2016-09-30 09:30:00, 312.85, 313.1, 312.8, 313, 9935
2016-09-30 09:31:00, 313.15, 313.2, 312.6, 312.65, 16386
2016-09-30 09:32:00, 312.7, 312.8, 312.5, 312.5, 20353
2016-09-30 09:33:00, 312.2, 312.2, 311.45, 311.45, 23527
2016-09-30 09:34:00, 311.3, 311.5, 311.05, 311.25, 22449
2016-09-30 09:35:00, 311.35, 311.5, 311.25, 311.5, 8251
2016-09-30 09:37:00, 311.35, 311.45, 310.65, 310.65, 19583
2016-09-30 09:36:00, 311.5, 311.5, 311.3, 311.3, 7421
2016-09-30 09:38:00, 310.65, 310.65, 310.4, 310.4, 12399
2016-09-30 09:39:00, 310.5, 310.55, 310, 310, 32676
2016-09-30 09:40:00, 310, 310.8, 310, 310.8, 28711
2016-09-30 09:41:00, 310.9, 311.2, 310.9, 311, 17056
2016-09-30 09:42:00, 311, 311.35, 310.35, 310.95, 17088
2016-09-30 09:43:00, 311.15, 311.4, 311.1, 311.35, 10574
2016-09-30 09:44:00, 311.35, 312.3, 311.3, 312.25, 15317
2016-09-30 09:45:00, 312.2, 312.9, 312.2, 312.6, 28735
2016-09-30 09:46:00, 312.6, 312.8, 312.4, 312.75, 23423
2016-09-30 09:47:00, 312.5, 312.9, 312.5, 312.5, 13617
2016-09-30 09:48:00, 312.3, 312.5, 312.2, 312.2, 7908
2016-09-30 09:49:00, 312.25, 312.3, 311.65, 311.65, 9076
2016-09-30 09:50:00, 311.65, 311.8, 311.2, 311.55, 110565
2016-09-30 09:51:00, 311.8, 312.25, 311.7, 312.15, 10547
2016-09-30 09:52:00, 312.05, 312.05, 311.25, 311.25, 7847
2016-09-30 09:53:00, 311.35, 311.45, 311.1, 311.35, 13727
2016-09-30 09:54:00, 311.25, 311.5, 311.1, 311.2, 12073
2016-09-30 09:55:00, 311.25, 311.4, 311.2, 311.2, 7786
2016-09-30 09:56:00, 311.2, 311.25, 311, 311.1, 8800
2016-09-30 09:57:00, 311, 311.1, 310, 310.2, 21952
2016-09-30 09:58:00, 310, 310.45, 310, 310.2, 17828
2016-09-30 09:59:00, 310.4, 310.4, 310.25, 310.25, 6567
2016-09-30 10:00:00, 310.35, 310.35, 310.15, 310.25, 9522
2016-09-30 10:01:00, 310.2, 310.25, 310.05, 310.1, 10144
2016-09-30 10:02:00, 310.1, 310.2, 310, 310, 7589
2016-09-30 10:03:00, 310.05, 310.05, 309.85, 309.85, 13059
2016-09-30 10:04:00, 309.85, 309.85, 309.7, 309.7, 9306
2016-09-30 10:05:00, 309.7, 310, 309.7, 310, 14679
2016-09-30 10:06:00, 310, 310.2, 309.8, 310.2, 17168
2016-09-30 10:07:00, 310.2, 311, 310.1, 310.4, 21447
2016-09-30 10:08:00, 310.6, 310.6, 310.05, 310.05, 7579
2016-09-30 10:09:00, 310.05, 310.2, 310, 310, 13521
2016-09-30 10:10:00, 310, 310.15, 309.9, 309.9, 6628
2016-09-30 10:11:00, 310, 310, 308.75, 308.75, 42596
2016-09-30 10:12:00, 308.75, 308.85, 308.5, 308.7, 18378
2016-09-30 10:13:00, 308.65, 308.8, 308.55, 308.7, 12402
2016-09-30 10:14:00, 308.7, 308.8, 308.55, 308.8, 8702
2016-09-30 10:15:00, 308.8, 308.95, 308.7, 308.95, 5811
2016-09-30 10:16:00, 308.9, 309.3, 308.3, 308.45, 32248
2016-09-30 10:17:00, 308.55, 309.2, 308.5, 309, 20124
2016-09-30 10:18:00, 309.2, 309.9, 309.15, 309.45, 17651
