Date,Open,High,Low,Close,Volume
2016-09-30 09:15:00, 137.3, 139.25, 137.15, 138.95, 258211
2016-09-30 09:16:00, 138.9, 139.95, 138.8, 139.9, 189320
2016-09-30 09:17:00, 139.9, 140.3, 139.75, 139.9, 191892
2016-09-30 09:19:00, 139.15, 139.2, 138.65, 138.65, 120409
2016-09-30 09:18:00, 139.75, 139.95, 139.05, 139.05, 191427
2016-09-30 09:20:00, 138.65, 138.65, 137.1, 137.1, 243159
2016-09-30 09:21:00, 137.1, 137.25, 136.6, 137.2, 285727
2016-09-30 09:22:00, 137.1, 137.4, 136.55, 137.4, 206550
2016-09-30 09:23:00, 137.5, 137.95, 137.35, 137.7, 152458
2016-09-30 09:24:00, 137.7, 138.35, 137.4, 138.35, 92492
2016-09-30 09:25:00, 138.25, 138.6, 137.9, 138.15, 124081
2016-09-30 09:26:00, 138.15, 138.9, 138.1, 138.7, 95553
2016-09-30 09:27:00, 138.7, 139, 138.45, 139, 75352
2016-09-30 09:28:00, 139.1, 139.25, 138.9, 139, 142101
2016-09-30 09:29:00, 139, 139.05, 138.8, 138.8, 103911
2016-09-30 09:30:00, 138.9, 139.05, 138.65, 138.85, 59272
2016-09-30 09:32:00, 138.6, 138.9, 138.6, 138.9, 28722
2016-09-30 09:31:00, 138.9, 138.9, 138.35, 138.75, 55164
2016-09-30 09:33:00, 138.75, 139, 138.6, 138.9, 61772
2016-09-30 09:34:00, 138.9, 139.6, 138.9, 139.55, 109793
2016-09-30 09:35:00, 139.5, 139.85, 139.45, 139.65, 83177
2016-09-30 09:36:00, 139.65, 140, 139.6, 140, 83418
2016-09-30 09:37:00, 140, 140, 139.65, 139.65, 81212
2016-09-30 09:38:00, 139.75, 140.4, 139.7, 140.3, 128774
2016-09-30 09:39:00, 140.25, 140.3, 140.05, 140.15, 65647
2016-09-30 09:40:00, 140.1, 140.7, 140.05, 140.2, 127345
2016-09-30 09:41:00, 140.25, 140.4, 140, 140.2, 111028
2016-09-30 09:42:00, 140.1, 140.3, 139.9, 140.25, 48628
2016-09-30 09:43:00, 140.25, 140.25, 139.85, 140.1, 60308
2016-09-30 09:44:00, 140.05, 140.35, 140.05, 140.25, 40039
2016-09-30 09:45:00, 140.2, 140.35, 139.95, 140.1, 50680
2016-09-30 09:46:00, 140.1, 140.3, 139.6, 139.95, 80052
2016-09-30 09:47:00, 139.95, 140.35, 139.95, 140.1, 36271
2016-09-30 09:48:00, 140.1, 140.25, 140.05, 140.25, 32791
2016-09-30 09:49:00, 140.1, 140.35, 140.1, 140.1, 84039
2016-09-30 09:50:00, 140.05, 140.25, 140, 140.15, 19008
2016-09-30 09:51:00, 140.15, 140.2, 139.8, 139.85, 68925
2016-09-30 09:52:00, 139.85, 140.1, 139.45, 139.65, 69861
2016-09-30 09:53:00, 139.6, 139.6, 138.85, 139, 91590
2016-09-30 09:54:00, 139, 139.4, 138.8, 139.15, 71066
2016-09-30 09:55:00, 139.2, 139.5, 139.1, 139.4, 35185
2016-09-30 09:56:00, 139.3, 139.4, 139.1, 139.25, 31922
2016-09-30 09:57:00, 139.25, 139.6, 138.95, 139.2, 83136
2016-09-30 09:58:00, 139.35, 139.55, 139.3, 139.45, 47813
2016-09-30 09:59:00, 139.45, 139.85, 139.3, 139.6, 68185
2016-09-30 10:00:00, 139.7, 139.7, 139.3, 139.3, 49102
2016-09-30 10:01:00, 139.3, 139.65, 139.1, 139.55, 83382
2016-09-30 10:02:00, 139.6, 139.65, 139.25, 139.3, 38527
2016-09-30 10:03:00, 139.3, 139.4, 139.05, 139.4, 34996
2016-09-30 10:04:00, 139.4, 139.4, 139.15, 139.25, 39437
2016-09-30 10:06:00, 139.65, 139.8, 139.5, 139.5, 38001
2016-09-30 10:05:00, 139.2, 139.9, 139.15, 139.65, 72374
2016-09-30 10:07:00, 139.5, 140, 139.5, 139.85, 105126
2016-09-30 10:08:00, 139.8, 140.2, 139.75, 140.2, 75383
2016-09-30 10:09:00, 140.25, 140.25, 139.85, 139.85, 84865
2016-09-30 10:10:00, 139.85, 139.95, 139.65, 139.65, 28863
2016-09-30 10:11:00, 139.7, 139.75, 139.35, 139.35, 66585
2016-09-30 10:12:00, 139.3, 139.5, 139.3, 139.5, 45588
2016-09-30 10:13:00, 139.5, 139.5, 139.35, 139.4, 20593
2016-09-30 10:14:00, 139.4, 139.5, 139.25, 139.25, 33836
2016-09-30 10:15:00, 139.25, 139.35, 139.1, 139.25, 82535
